"","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"5170","Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Quảng An","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,154.17
"5171","Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà ngõ, hẻm","Đã có sổ","4","5",78,13,6,68.75
"5172","Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,117.02
"5173","123, Đường Bùi Xương Trạch, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Hạ Đình","Nhà ngõ, hẻm","Đã có sổ","4","4",30,10,3,175
"5174","6, Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ","4","2",20.4,6,3.4,104.44
"5175","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,100
"5176","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,61.9
"5177","Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","4",54.95,15.7,3.5,118.18
"5178","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","4",36,9,4,68.57
"5179","Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","5","3",36,12,3,101.39
"5180","Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ","4","4",30,10,3,63.95
"5181","Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","5","4",40,10,4,76.25
"5182","Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","5","4",30,10,3,76.25
"5183","Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà phố liền kề","Đã có sổ","5","4",40,8,5,127.91
"5184","Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","4",58.8,14,4.2,64.52
"5185","55, Đường Lò Đúc, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà mặt phố, mặt tiền","Đã có sổ","3","4",60,12,5,47.27
"5186","Đường Phùng Khoang, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",35,10,3.5,94.29
"5187","Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ","5","4",15,5,3,95.31
"5188","Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","5","3",45,9,5,78.57
"5189","Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,83.75
"5190","Đường Khương Trung mới, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,94
"5191","Đường Nguyễn Lân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","2",60,15,4,105
"5192","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Liệt","Nhà ngõ, hẻm","Đã có sổ","5","3",33,11,3,90.63
"5193","Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Mai Động","Nhà ngõ, hẻm","Đã có sổ","2","2",9,3,3,57.14
"5194","Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà mặt phố, mặt tiền","Đã có sổ","5","5",60,15,4,90
"5195","Đường 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà ngõ, hẻm","Đã có sổ","4","4",30.056,6.8,4.42,80
"5196","Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ","2","2",27,9,3,64.8
"5197","Đường Tôn Thất Tùng, Phường Trung Tự, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Tự","Nhà ngõ, hẻm","Đã có sổ","3","3",39,13,3,82.05
"5198","Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà ngõ, hẻm","Đã có sổ","4","6",39.6,12,3.3,205.88
"5199","427, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Nhà mặt phố, mặt tiền","Đã có sổ","1","1",40,10,4,180
"5200","43, Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",30,10,3,90.32
"5202","64, Phú Đô Quận Nam Từ Liêm Hà Nội, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phú Đô","Nhà mặt phố, mặt tiền","Đã có sổ","1","2",32,8,4,71.88
"5203","Đường Phạm Ngọc Thạch, Phường Phương Mai, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,93.94
"5204","Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ","5","4",55,11,5,153.85
"5205","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",66,11,6,192.31
"5206","Đường Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà phố liền kề","Đã có sổ","6","5",68,17,4,181.82
"5207","Đường Dịch Vọng Hậu, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà biệt thự","Đã có sổ","5","4",54,9,6,148.15
"5208","số xxx, Đường Chùa Hà, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","3","3",27,9,3,101.79
"5209","Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà phố liền kề","Đã có sổ","5","5",50,10,5,138
"5210","43, Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",30,10,3,91.94
"5211","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ","6","5",40,10,4,72.83
"5212","Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Đã có sổ","5","3",40,8,5,50
"5213","Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,87.18
"5214","Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ","4","5",45,15,3,66.98
"5215","Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Trung Văn","Nhà ngõ, hẻm","Đã có sổ","5","4",33,11,3,87.5
"5216","Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà mặt phố, mặt tiền","Đã có sổ","6","4",126,18,7,223.08
"5217","Phố Đình Ngang, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Hàng Bông","Nhà ngõ, hẻm","Đã có sổ","5","3",35,7,5,110
"5218","Đường Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Đã có sổ","5","3",30,5,6,93.33
"5219","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Phúc Lợi","Nhà mặt phố, mặt tiền","Đã có sổ","5","8",84,14,6,106.25
"5220","Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà ngõ, hẻm","Đã có sổ","6","8",40,10,4,117.78
"5221","Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","6","4",45,9,5,88.89
"5222","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","5",64,16,4,4.62
"5223","Đường Võ Chí Công, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","5","6",45,9,5,102.22
"5225","Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Đại Mỗ","Nhà ngõ, hẻm","Đã có sổ","5","4",49.5,11,4.5,53.73
"5226","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Trung Văn","Nhà ngõ, hẻm","Đã có sổ","5","4",33,11,3,84.85
"5228","1, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","4","4",44,11,4,97.73
"5229","KĐT Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",44,11,4,88.89
"5230","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",60,15,4,143.94
"5231","Đường Nguyễn Lân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","5","4",40,8,5,141.03
"5232","Đường Tô Vĩnh Diện, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","5","4",40,10,4,121.95
"5233","Ngõ 120, Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","5",44,11,4,94.44
"5234","Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","6","5",21,7,3,116.67
"5235","Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ","6","6",55.18,8.9,6.2,123.64
"5236","Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",60,10,6,209.09
"5237","Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Phụng","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",25,5,5,98
"5238","82, Đường Yên Lãng, Phường Thổ Quan, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thổ Quan","Nhà ngõ, hẻm","Đã có sổ","4","2",23.1,7,3.3,102.5
"5239","Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",61.6,14,4.4,379.31
"5240","Đường Phùng Khoang, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà ngõ, hẻm","Đã có sổ","5","5",35.2,11,3.2,95.71
"5241","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Nhà ngõ, hẻm","Đã có sổ","5","3",34.2,9,3.8,110
"5242","Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ","3","4",64,16,4,53.23
"5244","phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà ngõ, hẻm","Đã có sổ","5","6",64,16,4,128.57
"5245","Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",44,11,4,180.43
"5246","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Trung Văn","Nhà ngõ, hẻm","Đã có sổ","5","4",33,11,3,84.85
"5247","Đường Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà ngõ, hẻm","Đã có sổ","4","3",21,7,3,120
"5249","Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ","5","4",51.15,15.5,3.3,79.25
"5250","Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,60.75
"5251","ngõ 179, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Đã có sổ","4","2",40,10,4,7.5
"5252","Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,60.75
"5253","Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà ngõ, hẻm","Đã có sổ","3","3",30,6,5,36.67
"5254","Đường Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà ngõ, hẻm","Đã có sổ","4","4",330,10,33,62.12
"5255","Đường Trung Phụng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ","4","3",23.04,7.2,3.2,8.04
"5256","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","3",28,7,4,87.88
"5257","Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","4",35,10,3.5,74.29
"5258","Đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Tây Mỗ","Nhà ngõ, hẻm","Đã có sổ","4","4",38.01,10.86,3.5,63.16
"5259","Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","4",60,12,5,66.67
"5260","Khu TĐC Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Giang Biên","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",45,15,3,96.49
"5261","Đường Do Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Tây Mỗ","Nhà ngõ, hẻm","Đã có sổ","4","3",31.45,8.5,3.7,62.26
"5263","Tổ 4 Phú Lương - Hà Đông - Hà Nội, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,52.58
"5264","22, Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ","4","3",21,7,3,84.21
"5265","23, Đường Xã Đàn 2, Phường Trung Phụng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Phụng","Nhà ngõ, hẻm","Đã có sổ","5","3",24,6,4,100
"5266","Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Đang chờ sổ","5","3",36,9,4,55.26
"5267","Đường Trần Văn Lai, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","5",40,10,4,157.5
"5268","Đường Vĩnh Hưng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",110,22,5,83.64
"5269","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","5","4",65,13,5,61.54
"5270","Đường Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","5","4",48,12,4,189
"5271","Đường Hoàng Công Chất, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Cầu Diễn","Nhà ngõ, hẻm","Đã có sổ","3","3",52,13,4,9.25
"5272","Đường Quốc lộ 32, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Xuân Phương","Nhà ngõ, hẻm","Đã có sổ","4","4",33,11,3,73.53
"5274","Đường Nghi Tàm, Phường Quảng An, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Quảng An","Nhà mặt phố, mặt tiền","Đã có sổ","6","10",48,12,4,330
"5275","Đường Hoàng Mai, Phường Mai Động, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Mai Động","Nhà ngõ, hẻm","Đã có sổ","5","4",60,10,6,90.32
"5276","112, Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thượng Thanh","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",50,10,5,53.64
"5277","Đường An Hòa, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",28,8,3.5,124
