"","Ngày","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"7155",2021-06-05,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","42 m²","14 m","3 m","91,67 triệu/m²"
"7156",2021-06-05,"Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","21 m²","7 m","3 m","76,19 triệu/m²"
"7157",2021-06-05,"Đường Đội Cấn||240, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","15 m²","5 m","3 m","106,67 triệu/m²"
"7158",2021-06-05,"Đường Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","35 m²","10 m","3.5 m","85,71 triệu/m²"
"7159",2021-06-05,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ",1,"1 phòng","56 m²","12 m","4 m","50,89 triệu/m²"
"7160",2021-06-05,"Đường Hàng Vải, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Hàng Mã","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","75 m²","7 m","4 m","48 triệu/m²"
"7161",2021-06-05,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ",1,"1 phòng","54 m²","12 m","4 m","51,85 triệu/m²"
"7162",2021-06-05,"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","55 m²","11 m","5 m","87,27 triệu/m²"
"7163",2021-06-05,"Đường Phú Xá, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","50 m²","11 m","4 m","110 triệu/m²"
"7164",2021-06-05,"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","43 m²","8 m","5 m","87,21 triệu/m²"
"7165",2021-06-05,"Đường Hoàng Đạo Thúy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","40 m²","10 m","4 m","112,5 triệu/m²"
"7166",2021-06-05,"24, Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ",3,"6 phòng","85 m²","12 m","7 m","81,18 triệu/m²"
"7167",2021-06-05,"Khu TT Đại học Mỏ địa chất, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 2","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","35 m²","10 m","3 m","78,57 triệu/m²"
"7168",2021-06-05,"1, Đường Nguyễn Trãi||677, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","38 m²","10 m","3 m","90,79 triệu/m²"
"7169",2021-06-05,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","40 m²","8 m","5 m","125 triệu/m²"
"7170",2021-06-05,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà biệt thự","Đã có sổ",4,"4 phòng","154 m²","22 m","7 m","131,82 triệu/m²"
"7171",2021-06-05,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà ngõ, hẻm","Đã có sổ",5,"7 phòng","38 m²","12 m","3 m","102,63 triệu/m²"
"7172",2021-06-05,"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","39 m²","12 m","3 m","91,03 triệu/m²"
"7173",2021-06-05,"140, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ",6,"6 phòng","35 m²","7 m","5 m","71,43 triệu/m²"
"7174",2021-06-05,"Đường Phan Kế Bính, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","40 m²","11 m","3 m","74,5 triệu/m²"
"7175",2021-06-05,"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","63 m²","9 m","4 m","82,54 triệu/m²"
"7176",2021-06-05,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","200 m²","20 m","10 m","117,5 triệu/m²"
"7177",2021-06-05,"Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",7,"4 phòng","37 m²","7 m","5 m","159,46 triệu/m²"
"7178",2021-06-05,"107, Đường Nguyễn Chí Thanh, Phường Thành Công, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Thành Công","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","42 m²","10 m","4 m","157,14 triệu/m²"
"7179",2021-06-05,"đường Trần Hữu Dực, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","32 m²","8 m","4 m","74,69 triệu/m²"
"7180",2021-06-05,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","22 m²","7.5 m","3 m","118,18 triệu/m²"
"7181",2021-06-05,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","56 m²","13 m","4 m","73,21 triệu/m²"
"7182",2021-06-05,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",2,"1 phòng","26 m²","9 m","3 m","56,92 triệu/m²"
"7183",2021-06-05,"Đường Tôn Đức Thắng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","9 m","4 m","80,56 triệu/m²"
"7184",2021-06-05,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","30 m²","10 m","3 m","80 triệu/m²"
"7185",2021-06-05,"Đường Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Cửa Đông","Nhà mặt phố, mặt tiền","Đã có sổ",4,"2 phòng","32 m²","8 m","5 m","84,38 triệu/m²"
"7186",2021-06-05,"74, Đường Chiến Thắng, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Nguyễn Trãi","Nhà mặt phố, mặt tiền","Đã có sổ",7,"6 phòng","100 m²","15 m","7 m","120 triệu/m²"
"7187",2021-06-05,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Nhật Tân","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","38 m²","12 m","3.5 m","84,21 triệu/m²"
"7188",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 2","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","50 m²","12 m","4.2 m","75 triệu/m²"
"7189",2021-06-05,"Quốc Lộ 6, Phường Đồng Mai, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Đồng Mai","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","42 m²","10 m","4 m","34,52 triệu/m²"
"7190",2021-06-05,"264, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","60 m²","10 m","6 m","200 triệu/m²"
"7191",2021-06-05,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","8 m","4 m","84 triệu/m²"
"7192",2021-06-05,"Ngô Đình Mẫn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","33 m²","9 m","3.5 m","70,3 triệu/m²"
"7193",2021-06-05,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 2","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","50 m²","12 m","4 m","120 triệu/m²"
"7194",2021-06-05,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","55 m²","14 m","3.7 m","130 triệu/m²"
"7195",2021-06-05,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà biệt thự","Đã có sổ",4,"5 phòng","125 m²","20 m","6 m","64 triệu/m²"
"7196",2021-06-05,"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","43 m²","11 m","4 m","158,14 triệu/m²"
"7197",2021-06-05,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","72 m²","13 m","5.5 m","125 triệu/m²"
"7198",2021-06-05,"Đồng Mai, Phường Đồng Mai, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Đồng Mai","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","40 m²","10 m","4 m","36,25 triệu/m²"
"7199",2021-06-05,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà mặt phố, mặt tiền","Đã có sổ",9,"4 phòng","110 m²","18 m","6 m","372,73 triệu/m²"
"7200",2021-06-05,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tương Mai","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","52 m²","12 m","4 m","76,92 triệu/m²"
"7201",2021-06-05,"Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",7,"4 phòng","48 m²","11 m","4.3 m","177,08 triệu/m²"
"7202",2021-06-05,"Đường Tân Lập, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà mặt phố, mặt tiền","Đã có sổ",8,"6 phòng","65 m²","18 m","4 m","192,31 triệu/m²"
"7203",2021-06-05,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Liệt","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","40 m²","13 m","3 m","65 triệu/m²"
"7204",2021-06-05,"Đường Ngô Gia Khảm, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","180 triệu/m²"
"7205",2021-06-05,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","76 m²","16 m","45 m","82,89 triệu/m²"
"7206",2021-06-05,"22, Đường Đức Thắng, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Đức Thắng","Nhà mặt phố, mặt tiền","Đã có sổ",3,"4 phòng","60 m²","17 m","3 m","60 triệu/m²"
"7207",2021-06-05,"Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mễ Trì","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","37 m²","7.2 m","5.1 m","100 triệu/m²"
"7208",2021-06-05,"Đường Cổ Bản, Phường Đồng Mai, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Đồng Mai","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","41 m²","13 m","3 m","33,66 triệu/m²"
"7209",2021-06-05,"Đường Bùi Xương Trạch, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Hạ Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","32 m²","8 m","4 m","106.250 đ/m²"
"7210",2021-06-05,"Đường Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Kim Liên","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","25 m²","6 m","5 m","114 triệu/m²"
"7211",2021-06-05,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","125 triệu/m²"
"7212",2021-06-05,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","36 m²","8 m","4 m","51,39 triệu/m²"
"7213",2021-06-05,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","59 m²","14 m","4 m","93,22 triệu/m²"
"7214",2021-06-05,"Đường Đặng Văn Ngữ, Phường Phương Liên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Liên","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","29 m²","11 m","27 m","62,07 triệu/m²"
"7215",2021-06-05,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","32 m²","10.3 m","3.31 m","106,25 triệu/m²"
"7216",2021-06-05,"Đường Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",2,"3 phòng","46 m²","12 m","4 m","29,35 triệu/m²"
"7217",2021-06-05,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà ngõ, hẻm","Giấy tờ khác",2,"1 phòng","44 m²","11 m","4 m","36,36 triệu/m²"
"7219",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","55 m²","11 m","5 m","116,36 triệu/m²"
"7221",2021-06-05,"Đường Ngọc Trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Đại Mỗ","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","45 m²","8 m","6 m","61,11 triệu/m²"
"7222",2021-06-05,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ",5,"7 phòng","40 m²","11 m","4 m","106,25 triệu/m²"
"7223",2021-06-05,"đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Tây Mỗ","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","38 m²","10 m","4 m","63,95 triệu/m²"
"7224",2021-06-05,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","30 m²","8 m","4 m","59,53 triệu/m²"
"7225",2021-06-05,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","35 m²","9 m","4 m","82,86 triệu/m²"
"7226",2021-06-05,"Đường Đội Nhân, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","22 m²","7 m","3 m","145,45 triệu/m²"
"7227",2021-06-05,"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","10 m","4 m","131,67 triệu/m²"
"7229",2021-06-05,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà mặt phố, mặt tiền","Đã có sổ",7,"nhiều hơn 10 phòng","84 m²","15 m","5 m","178,57 triệu/m²"
"7230",2021-06-05,"Đường Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ",1,"1 phòng","27 m²","7 m","4 m","77,78 triệu/m²"
"7231",2021-06-05,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà biệt thự","Đã có sổ",3,"4 phòng","80 m²","14 m","6 m","132,5 triệu/m²"
"7232",2021-06-05,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","65 m²","12 m","5 m","86,92 triệu/m²"
"7233",2021-06-05,"Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","35 m²","9 m","4 m","47,14 triệu/m²"
"7235",2021-06-05,"Đường Chợ Khâm Thiên, Phường Phương Liên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Liên","Nhà ngõ, hẻm","Đã có sổ",2,"6 phòng","125 m²","25 m","10 m","54,4 triệu/m²"
"7236",2021-06-05,"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","32 m²","10 m","3 m","85,94 triệu/m²"
"7237",2021-06-05,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","31 m²","6.5 m","5 m","53,23 triệu/m²"
"7238",2021-06-05,"10, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","35 m²","9 m","4 m","65,71 triệu/m²"
"7239",2021-06-05,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","10 m","4 m","93,75 triệu/m²"
"7240",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","48 m²","12 m","4 m","143,75 triệu/m²"
"7241",2021-06-05,"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Đại Mỗ","Nhà mặt phố, mặt tiền","Đã có sổ",1,"1 phòng","79 m²","24 m","3 m","94,94 triệu/m²"
"7242",2021-06-05,"1/2/1, Đường Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","70 m²","17 m","4 m","128,57 triệu/m²"
"7243",2021-06-05,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà mặt phố, mặt tiền","Đã có sổ",5,"6 phòng","80 m²","16 m","5 m","181,25 triệu/m²"
"7244",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",6,"nhiều hơn 10 phòng","69 m²","17 m","4 m","93,48 triệu/m²"
